# Energy	Counts
9.9510e+01	0.0000e+00
1.0001e+02	0.0000e+00
1.0051e+02	0.0000e+00
1.0101e+02	0.0000e+00
1.0151e+02	0.0000e+00
1.0201e+02	0.0000e+00
1.0251e+02	0.0000e+00
1.0301e+02	0.0000e+00
1.0351e+02	0.0000e+00
1.0401e+02	0.0000e+00
1.0451e+02	0.0000e+00
1.0501e+02	0.0000e+00
1.0551e+02	0.0000e+00
1.0601e+02	0.0000e+00
1.0651e+02	0.0000e+00
1.0701e+02	0.0000e+00
1.0751e+02	0.0000e+00
1.0801e+02	0.0000e+00
1.0851e+02	0.0000e+00
1.0901e+02	0.0000e+00
1.0951e+02	0.0000e+00
1.1001e+02	0.0000e+00
1.1051e+02	0.0000e+00
1.1101e+02	0.0000e+00
1.1151e+02	0.0000e+00
1.1201e+02	0.0000e+00
1.1251e+02	0.0000e+00
1.1301e+02	0.0000e+00
1.1351e+02	0.0000e+00
1.1401e+02	0.0000e+00
1.1451e+02	0.0000e+00
1.1501e+02	0.0000e+00
1.1551e+02	0.0000e+00
1.1601e+02	0.0000e+00
1.1651e+02	0.0000e+00
1.1701e+02	0.0000e+00
1.1751e+02	0.0000e+00
1.1801e+02	0.0000e+00
1.1851e+02	0.0000e+00
1.1901e+02	0.0000e+00
1.1951e+02	0.0000e+00
1.2001e+02	0.0000e+00
1.2051e+02	0.0000e+00
1.2101e+02	0.0000e+00
1.2151e+02	0.0000e+00
1.2201e+02	0.0000e+00
1.2251e+02	0.0000e+00
1.2301e+02	0.0000e+00
1.2351e+02	0.0000e+00
1.2401e+02	0.0000e+00
1.2451e+02	0.0000e+00
1.2501e+02	0.0000e+00
1.2551e+02	0.0000e+00
1.2601e+02	0.0000e+00
1.2651e+02	0.0000e+00
1.2701e+02	0.0000e+00
1.2751e+02	0.0000e+00
1.2801e+02	0.0000e+00
1.2851e+02	0.0000e+00
1.2901e+02	0.0000e+00
1.2951e+02	0.0000e+00
1.3001e+02	0.0000e+00
1.3051e+02	0.0000e+00
1.3101e+02	0.0000e+00
1.3151e+02	0.0000e+00
1.3201e+02	0.0000e+00
1.3251e+02	0.0000e+00
1.3301e+02	0.0000e+00
1.3351e+02	0.0000e+00
1.3401e+02	0.0000e+00
1.3451e+02	0.0000e+00
1.3501e+02	0.0000e+00
1.3551e+02	0.0000e+00
1.3601e+02	0.0000e+00
1.3651e+02	0.0000e+00
1.3701e+02	0.0000e+00
1.3751e+02	0.0000e+00
1.3801e+02	0.0000e+00
1.3851e+02	0.0000e+00
1.3901e+02	0.0000e+00
1.3951e+02	0.0000e+00
1.4001e+02	0.0000e+00
1.4051e+02	0.0000e+00
1.4101e+02	0.0000e+00
1.4151e+02	0.0000e+00
1.4201e+02	0.0000e+00
1.4251e+02	0.0000e+00
1.4301e+02	0.0000e+00
1.4351e+02	0.0000e+00
1.4401e+02	0.0000e+00
1.4451e+02	0.0000e+00
1.4501e+02	0.0000e+00
1.4551e+02	0.0000e+00
1.4601e+02	0.0000e+00
1.4651e+02	0.0000e+00
1.4701e+02	0.0000e+00
1.4751e+02	0.0000e+00
1.4801e+02	0.0000e+00
1.4851e+02	0.0000e+00
1.4901e+02	0.0000e+00
1.4951e+02	0.0000e+00
1.5002e+02	0.0000e+00
1.5052e+02	0.0000e+00
1.5102e+02	0.0000e+00
1.5152e+02	0.0000e+00
1.5202e+02	0.0000e+00
1.5252e+02	0.0000e+00
1.5302e+02	0.0000e+00
1.5352e+02	0.0000e+00
1.5402e+02	0.0000e+00
1.5452e+02	0.0000e+00
1.5502e+02	0.0000e+00
1.5552e+02	0.0000e+00
1.5602e+02	0.0000e+00
1.5652e+02	0.0000e+00
1.5702e+02	0.0000e+00
1.5752e+02	0.0000e+00
1.5802e+02	0.0000e+00
1.5852e+02	0.0000e+00
1.5902e+02	0.0000e+00
1.5952e+02	0.0000e+00
1.6002e+02	0.0000e+00
1.6052e+02	0.0000e+00
1.6102e+02	0.0000e+00
1.6152e+02	0.0000e+00
1.6202e+02	0.0000e+00
1.6252e+02	0.0000e+00
1.6302e+02	0.0000e+00
1.6352e+02	0.0000e+00
1.6402e+02	0.0000e+00
1.6452e+02	0.0000e+00
1.6502e+02	0.0000e+00
1.6552e+02	0.0000e+00
1.6602e+02	0.0000e+00
1.6652e+02	0.0000e+00
1.6702e+02	0.0000e+00
1.6752e+02	0.0000e+00
1.6802e+02	0.0000e+00
1.6852e+02	0.0000e+00
1.6902e+02	0.0000e+00
1.6952e+02	0.0000e+00
1.7002e+02	0.0000e+00
1.7052e+02	0.0000e+00
1.7102e+02	0.0000e+00
1.7152e+02	0.0000e+00
1.7202e+02	0.0000e+00
1.7252e+02	0.0000e+00
1.7302e+02	0.0000e+00
1.7352e+02	0.0000e+00
1.7402e+02	0.0000e+00
1.7452e+02	0.0000e+00
1.7502e+02	0.0000e+00
1.7552e+02	0.0000e+00
1.7602e+02	0.0000e+00
1.7652e+02	0.0000e+00
1.7702e+02	0.0000e+00
1.7752e+02	0.0000e+00
1.7802e+02	0.0000e+00
1.7852e+02	0.0000e+00
1.7902e+02	0.0000e+00
1.7952e+02	0.0000e+00
1.8002e+02	0.0000e+00
1.8052e+02	0.0000e+00
1.8102e+02	0.0000e+00
1.8152e+02	0.0000e+00
1.8202e+02	0.0000e+00
1.8252e+02	0.0000e+00
1.8302e+02	0.0000e+00
1.8352e+02	0.0000e+00
1.8402e+02	0.0000e+00
1.8452e+02	0.0000e+00
1.8502e+02	0.0000e+00
1.8552e+02	0.0000e+00
1.8602e+02	0.0000e+00
1.8652e+02	0.0000e+00
1.8702e+02	0.0000e+00
1.8752e+02	0.0000e+00
1.8802e+02	0.0000e+00
1.8852e+02	0.0000e+00
1.8902e+02	0.0000e+00
1.8952e+02	0.0000e+00
1.9002e+02	0.0000e+00
1.9052e+02	0.0000e+00
1.9102e+02	0.0000e+00
1.9152e+02	0.0000e+00
1.9202e+02	0.0000e+00
1.9252e+02	0.0000e+00
1.9302e+02	0.0000e+00
1.9352e+02	0.0000e+00
1.9402e+02	0.0000e+00
1.9452e+02	0.0000e+00
1.9502e+02	0.0000e+00
1.9552e+02	0.0000e+00
1.9602e+02	0.0000e+00
1.9652e+02	0.0000e+00
1.9702e+02	0.0000e+00
1.9752e+02	0.0000e+00
1.9802e+02	0.0000e+00
1.9852e+02	0.0000e+00
1.9902e+02	0.0000e+00
1.9952e+02	0.0000e+00
2.0002e+02	0.0000e+00
2.0052e+02	0.0000e+00
2.0102e+02	0.0000e+00
2.0152e+02	0.0000e+00
2.0202e+02	0.0000e+00
2.0252e+02	0.0000e+00
2.0302e+02	0.0000e+00
2.0352e+02	0.0000e+00
2.0402e+02	0.0000e+00
2.0452e+02	0.0000e+00
2.0502e+02	0.0000e+00
2.0552e+02	0.0000e+00
2.0602e+02	0.0000e+00
2.0652e+02	0.0000e+00
2.0702e+02	0.0000e+00
2.0752e+02	0.0000e+00
2.0802e+02	0.0000e+00
2.0852e+02	0.0000e+00
2.0902e+02	0.0000e+00
2.0952e+02	0.0000e+00
2.1002e+02	0.0000e+00
2.1052e+02	0.0000e+00
2.1102e+02	0.0000e+00
2.1152e+02	0.0000e+00
2.1202e+02	0.0000e+00
2.1252e+02	0.0000e+00
2.1302e+02	0.0000e+00
2.1352e+02	0.0000e+00
2.1402e+02	0.0000e+00
2.1452e+02	0.0000e+00
2.1502e+02	0.0000e+00
2.1552e+02	0.0000e+00
2.1602e+02	0.0000e+00
2.1652e+02	0.0000e+00
2.1702e+02	0.0000e+00
2.1752e+02	0.0000e+00
2.1802e+02	0.0000e+00
2.1852e+02	0.0000e+00
2.1902e+02	0.0000e+00
2.1952e+02	0.0000e+00
2.2002e+02	0.0000e+00
2.2052e+02	0.0000e+00
2.2102e+02	0.0000e+00
2.2152e+02	0.0000e+00
2.2202e+02	0.0000e+00
2.2252e+02	0.0000e+00
2.2302e+02	0.0000e+00
2.2352e+02	0.0000e+00
2.2402e+02	0.0000e+00
2.2452e+02	0.0000e+00
2.2502e+02	0.0000e+00
2.2552e+02	0.0000e+00
2.2602e+02	0.0000e+00
2.2652e+02	0.0000e+00
2.2702e+02	0.0000e+00
2.2752e+02	0.0000e+00
2.2802e+02	0.0000e+00
2.2852e+02	0.0000e+00
2.2902e+02	0.0000e+00
2.2952e+02	0.0000e+00
2.3002e+02	0.0000e+00
2.3052e+02	0.0000e+00
2.3102e+02	0.0000e+00
2.3152e+02	0.0000e+00
2.3202e+02	0.0000e+00
2.3252e+02	0.0000e+00
2.3302e+02	0.0000e+00
2.3352e+02	0.0000e+00
2.3402e+02	0.0000e+00
2.3452e+02	0.0000e+00
2.3502e+02	0.0000e+00
2.3552e+02	0.0000e+00
2.3602e+02	0.0000e+00
2.3652e+02	0.0000e+00
2.3702e+02	0.0000e+00
2.3752e+02	0.0000e+00
2.3802e+02	0.0000e+00
2.3852e+02	0.0000e+00
2.3902e+02	0.0000e+00
2.3952e+02	0.0000e+00
2.4002e+02	0.0000e+00
2.4052e+02	0.0000e+00
2.4102e+02	0.0000e+00
2.4152e+02	0.0000e+00
2.4202e+02	0.0000e+00
2.4252e+02	0.0000e+00
2.4302e+02	0.0000e+00
2.4352e+02	0.0000e+00
2.4402e+02	0.0000e+00
2.4452e+02	0.0000e+00
2.4502e+02	0.0000e+00
2.4552e+02	0.0000e+00
2.4602e+02	0.0000e+00
2.4652e+02	0.0000e+00
2.4702e+02	0.0000e+00
2.4752e+02	0.0000e+00
2.4802e+02	0.0000e+00
2.4852e+02	0.0000e+00
2.4902e+02	0.0000e+00
2.4952e+02	0.0000e+00
2.5003e+02	0.0000e+00
2.5053e+02	0.0000e+00
2.5103e+02	0.0000e+00
2.5153e+02	0.0000e+00
2.5203e+02	0.0000e+00
2.5253e+02	0.0000e+00
2.5303e+02	0.0000e+00
2.5353e+02	0.0000e+00
2.5403e+02	0.0000e+00
2.5453e+02	0.0000e+00
2.5503e+02	0.0000e+00
2.5553e+02	0.0000e+00
2.5603e+02	0.0000e+00
2.5653e+02	0.0000e+00
2.5703e+02	0.0000e+00
2.5753e+02	0.0000e+00
2.5803e+02	0.0000e+00
2.5853e+02	0.0000e+00
2.5903e+02	0.0000e+00
2.5953e+02	0.0000e+00
2.6003e+02	0.0000e+00
2.6053e+02	0.0000e+00
2.6103e+02	0.0000e+00
2.6153e+02	0.0000e+00
2.6203e+02	0.0000e+00
2.6253e+02	0.0000e+00
2.6303e+02	0.0000e+00
2.6353e+02	0.0000e+00
2.6403e+02	0.0000e+00
2.6453e+02	0.0000e+00
2.6503e+02	0.0000e+00
2.6553e+02	0.0000e+00
2.6603e+02	0.0000e+00
2.6653e+02	0.0000e+00
2.6703e+02	0.0000e+00
2.6753e+02	0.0000e+00
2.6803e+02	0.0000e+00
2.6853e+02	0.0000e+00
2.6903e+02	0.0000e+00
2.6953e+02	0.0000e+00
2.7003e+02	0.0000e+00
2.7053e+02	0.0000e+00
2.7103e+02	0.0000e+00
2.7153e+02	0.0000e+00
2.7203e+02	0.0000e+00
2.7253e+02	0.0000e+00
2.7303e+02	0.0000e+00
2.7353e+02	0.0000e+00
2.7403e+02	0.0000e+00
2.7453e+02	0.0000e+00
2.7503e+02	0.0000e+00
2.7553e+02	0.0000e+00
2.7603e+02	0.0000e+00
2.7653e+02	0.0000e+00
2.7703e+02	0.0000e+00
2.7753e+02	0.0000e+00
2.7803e+02	0.0000e+00
2.7853e+02	0.0000e+00
2.7903e+02	0.0000e+00
2.7953e+02	0.0000e+00
2.8003e+02	0.0000e+00
2.8053e+02	0.0000e+00
2.8103e+02	0.0000e+00
2.8153e+02	0.0000e+00
2.8203e+02	0.0000e+00
2.8253e+02	0.0000e+00
2.8303e+02	0.0000e+00
2.8353e+02	0.0000e+00
2.8403e+02	0.0000e+00
2.8453e+02	0.0000e+00
2.8503e+02	0.0000e+00
2.8553e+02	0.0000e+00
2.8603e+02	0.0000e+00
2.8653e+02	0.0000e+00
2.8703e+02	0.0000e+00
2.8753e+02	0.0000e+00
2.8803e+02	0.0000e+00
2.8853e+02	0.0000e+00
2.8903e+02	0.0000e+00
2.8953e+02	0.0000e+00
2.9003e+02	0.0000e+00
2.9053e+02	0.0000e+00
2.9103e+02	0.0000e+00
2.9153e+02	0.0000e+00
2.9203e+02	0.0000e+00
2.9253e+02	0.0000e+00
2.9303e+02	0.0000e+00
2.9353e+02	0.0000e+00
2.9403e+02	0.0000e+00
2.9453e+02	0.0000e+00
2.9503e+02	0.0000e+00
2.9553e+02	0.0000e+00
2.9603e+02	0.0000e+00
2.9653e+02	0.0000e+00
2.9703e+02	0.0000e+00
2.9753e+02	0.0000e+00
2.9803e+02	0.0000e+00
2.9853e+02	0.0000e+00
2.9903e+02	0.0000e+00
2.9953e+02	0.0000e+00
3.0003e+02	0.0000e+00
3.0053e+02	0.0000e+00
3.0103e+02	0.0000e+00
3.0153e+02	0.0000e+00
3.0203e+02	0.0000e+00
3.0253e+02	0.0000e+00
3.0303e+02	0.0000e+00
3.0353e+02	0.0000e+00
3.0403e+02	0.0000e+00
3.0453e+02	0.0000e+00
3.0503e+02	0.0000e+00
3.0553e+02	0.0000e+00
3.0603e+02	0.0000e+00
3.0653e+02	0.0000e+00
3.0703e+02	0.0000e+00
3.0753e+02	0.0000e+00
3.0803e+02	0.0000e+00
3.0853e+02	0.0000e+00
3.0903e+02	0.0000e+00
3.0953e+02	0.0000e+00
3.1003e+02	0.0000e+00
3.1053e+02	0.0000e+00
3.1103e+02	0.0000e+00
3.1153e+02	0.0000e+00
3.1203e+02	0.0000e+00
3.1253e+02	0.0000e+00
3.1303e+02	0.0000e+00
3.1353e+02	0.0000e+00
3.1403e+02	0.0000e+00
3.1453e+02	0.0000e+00
3.1503e+02	0.0000e+00
3.1553e+02	0.0000e+00
3.1603e+02	0.0000e+00
3.1653e+02	0.0000e+00
3.1703e+02	0.0000e+00
3.1753e+02	0.0000e+00
3.1803e+02	0.0000e+00
3.1853e+02	0.0000e+00
3.1903e+02	0.0000e+00
3.1953e+02	0.0000e+00
3.2003e+02	0.0000e+00
3.2053e+02	0.0000e+00
3.2103e+02	0.0000e+00
3.2153e+02	0.0000e+00
3.2203e+02	0.0000e+00
3.2253e+02	0.0000e+00
3.2303e+02	0.0000e+00
3.2353e+02	0.0000e+00
3.2403e+02	0.0000e+00
3.2453e+02	0.0000e+00
3.2503e+02	0.0000e+00
3.2553e+02	0.0000e+00
3.2603e+02	0.0000e+00
3.2653e+02	0.0000e+00
3.2703e+02	0.0000e+00
3.2753e+02	0.0000e+00
3.2803e+02	0.0000e+00
3.2853e+02	0.0000e+00
3.2903e+02	0.0000e+00
3.2953e+02	0.0000e+00
3.3003e+02	0.0000e+00
3.3053e+02	0.0000e+00
3.3103e+02	0.0000e+00
3.3153e+02	0.0000e+00
3.3203e+02	0.0000e+00
3.3253e+02	0.0000e+00
3.3303e+02	0.0000e+00
3.3353e+02	0.0000e+00
3.3403e+02	0.0000e+00
3.3453e+02	0.0000e+00
3.3503e+02	0.0000e+00
3.3553e+02	0.0000e+00
3.3603e+02	0.0000e+00
3.3653e+02	0.0000e+00
3.3703e+02	0.0000e+00
3.3753e+02	0.0000e+00
3.3803e+02	0.0000e+00
3.3853e+02	0.0000e+00
3.3903e+02	0.0000e+00
3.3953e+02	0.0000e+00
3.4003e+02	0.0000e+00
3.4053e+02	0.0000e+00
3.4103e+02	0.0000e+00
3.4153e+02	0.0000e+00
3.4203e+02	0.0000e+00
3.4253e+02	0.0000e+00
3.4303e+02	0.0000e+00
3.4353e+02	0.0000e+00
3.4403e+02	0.0000e+00
3.4453e+02	0.0000e+00
3.4503e+02	0.0000e+00
3.4553e+02	0.0000e+00
3.4603e+02	0.0000e+00
3.4653e+02	0.0000e+00
3.4703e+02	0.0000e+00
3.4753e+02	0.0000e+00
3.4803e+02	0.0000e+00
3.4853e+02	0.0000e+00
3.4903e+02	0.0000e+00
3.4953e+02	0.0000e+00
3.5004e+02	0.0000e+00
3.5054e+02	0.0000e+00
3.5104e+02	0.0000e+00
3.5154e+02	0.0000e+00
3.5204e+02	0.0000e+00
3.5254e+02	0.0000e+00
3.5304e+02	0.0000e+00
3.5354e+02	0.0000e+00
3.5404e+02	0.0000e+00
3.5454e+02	0.0000e+00
3.5504e+02	0.0000e+00
3.5554e+02	0.0000e+00
3.5604e+02	0.0000e+00
3.5654e+02	0.0000e+00
3.5704e+02	0.0000e+00
3.5754e+02	0.0000e+00
3.5804e+02	0.0000e+00
3.5854e+02	0.0000e+00
3.5904e+02	0.0000e+00
3.5954e+02	0.0000e+00
3.6004e+02	0.0000e+00
3.6054e+02	0.0000e+00
3.6104e+02	0.0000e+00
3.6154e+02	0.0000e+00
3.6204e+02	0.0000e+00
3.6254e+02	0.0000e+00
3.6304e+02	0.0000e+00
3.6354e+02	0.0000e+00
3.6404e+02	0.0000e+00
3.6454e+02	0.0000e+00
3.6504e+02	0.0000e+00
3.6554e+02	0.0000e+00
3.6604e+02	0.0000e+00
3.6654e+02	0.0000e+00
3.6704e+02	0.0000e+00
3.6754e+02	0.0000e+00
3.6804e+02	0.0000e+00
3.6854e+02	0.0000e+00
3.6904e+02	0.0000e+00
3.6954e+02	0.0000e+00
3.7004e+02	0.0000e+00
3.7054e+02	0.0000e+00
3.7104e+02	0.0000e+00
3.7154e+02	0.0000e+00
3.7204e+02	0.0000e+00
3.7254e+02	0.0000e+00
3.7304e+02	0.0000e+00
3.7354e+02	0.0000e+00
3.7404e+02	0.0000e+00
3.7454e+02	0.0000e+00
3.7504e+02	0.0000e+00
3.7554e+02	0.0000e+00
3.7604e+02	0.0000e+00
3.7654e+02	0.0000e+00
3.7704e+02	0.0000e+00
3.7754e+02	0.0000e+00
3.7804e+02	0.0000e+00
3.7854e+02	0.0000e+00
3.7904e+02	0.0000e+00
3.7954e+02	0.0000e+00
3.8004e+02	0.0000e+00
3.8054e+02	0.0000e+00
3.8104e+02	0.0000e+00
3.8154e+02	0.0000e+00
3.8204e+02	0.0000e+00
3.8254e+02	0.0000e+00
3.8304e+02	0.0000e+00
3.8354e+02	0.0000e+00
3.8404e+02	0.0000e+00
3.8454e+02	0.0000e+00
3.8504e+02	0.0000e+00
3.8554e+02	0.0000e+00
3.8604e+02	0.0000e+00
3.8654e+02	0.0000e+00
3.8704e+02	0.0000e+00
3.8754e+02	0.0000e+00
3.8804e+02	0.0000e+00
3.8854e+02	0.0000e+00
3.8904e+02	0.0000e+00
3.8954e+02	0.0000e+00
3.9004e+02	0.0000e+00
3.9054e+02	0.0000e+00
3.9104e+02	0.0000e+00
3.9154e+02	0.0000e+00
3.9204e+02	0.0000e+00
3.9254e+02	0.0000e+00
3.9304e+02	0.0000e+00
3.9354e+02	0.0000e+00
3.9404e+02	0.0000e+00
3.9454e+02	0.0000e+00
3.9504e+02	0.0000e+00
3.9554e+02	0.0000e+00
3.9604e+02	0.0000e+00
3.9654e+02	0.0000e+00
3.9704e+02	0.0000e+00
3.9754e+02	0.0000e+00
3.9804e+02	0.0000e+00
3.9854e+02	0.0000e+00
3.9904e+02	0.0000e+00
3.9954e+02	0.0000e+00
4.0004e+02	0.0000e+00
4.0054e+02	0.0000e+00
4.0104e+02	0.0000e+00
4.0154e+02	0.0000e+00
4.0204e+02	0.0000e+00
4.0254e+02	0.0000e+00
4.0304e+02	0.0000e+00
4.0354e+02	0.0000e+00
4.0404e+02	0.0000e+00
4.0454e+02	0.0000e+00
4.0504e+02	0.0000e+00
4.0554e+02	0.0000e+00
4.0604e+02	0.0000e+00
4.0654e+02	0.0000e+00
4.0704e+02	0.0000e+00
4.0754e+02	0.0000e+00
4.0804e+02	0.0000e+00
4.0854e+02	0.0000e+00
4.0904e+02	0.0000e+00
4.0954e+02	0.0000e+00
4.1004e+02	0.0000e+00
4.1054e+02	0.0000e+00
4.1104e+02	0.0000e+00
4.1154e+02	0.0000e+00
4.1204e+02	0.0000e+00
4.1254e+02	0.0000e+00
4.1304e+02	0.0000e+00
4.1354e+02	0.0000e+00
4.1404e+02	0.0000e+00
4.1454e+02	0.0000e+00
4.1504e+02	0.0000e+00
4.1554e+02	0.0000e+00
4.1604e+02	0.0000e+00
4.1654e+02	0.0000e+00
4.1704e+02	0.0000e+00
4.1754e+02	0.0000e+00
4.1804e+02	0.0000e+00
4.1854e+02	0.0000e+00
4.1904e+02	0.0000e+00
4.1954e+02	0.0000e+00
4.2004e+02	0.0000e+00
4.2054e+02	0.0000e+00
4.2104e+02	0.0000e+00
4.2154e+02	0.0000e+00
4.2204e+02	0.0000e+00
4.2254e+02	0.0000e+00
4.2304e+02	0.0000e+00
4.2354e+02	0.0000e+00
4.2404e+02	0.0000e+00
4.2454e+02	0.0000e+00
4.2504e+02	0.0000e+00
4.2554e+02	0.0000e+00
4.2604e+02	0.0000e+00
4.2654e+02	0.0000e+00
4.2704e+02	0.0000e+00
4.2754e+02	0.0000e+00
4.2804e+02	0.0000e+00
4.2854e+02	0.0000e+00
4.2904e+02	0.0000e+00
4.2954e+02	0.0000e+00
4.3004e+02	0.0000e+00
4.3054e+02	0.0000e+00
4.3104e+02	0.0000e+00
4.3154e+02	0.0000e+00
4.3204e+02	0.0000e+00
4.3254e+02	0.0000e+00
4.3304e+02	0.0000e+00
4.3354e+02	0.0000e+00
4.3404e+02	0.0000e+00
4.3454e+02	0.0000e+00
4.3504e+02	0.0000e+00
4.3554e+02	0.0000e+00
4.3604e+02	0.0000e+00
