x, y
901.3157894736842, 1.4499216603224478
986.8421052631579, 14.78250039104586
940.7894736842105, 4.558516482172871
960.5263157894736, 8.208914159638258
921.0526315789473, 2.5314033152415676
1006.578947368421, 27.035398355468253
1039.4736842105262, 105.56729942333291
1026.3157894736842, 59.537406977097675
1046.0526315789473, 181.47780986393235
1059.2105263157896, 358.60954820118326
1059.2105263157896, 597.6825664072419
1065.7894736842104, 1218.187912010116
1065.7894736842104, 2094.1529761767297
1072.3684210526317, 8699.530164663722
1078.9473684210525, 18007.86328565687
1092.1052631578946, 11674.193588234599
1092.1052631578946, 6285.2032692401035
1098.6842105263158, 1739.1463693187436
1098.6842105263158, 3230.3062484973625
1072.3684210526317, 4074.5911129254405
1105.2631578947367, 1043.4878459081094
1105.2631578947367, 730.9127642388555
1111.842105263158, 466.56006523473974
1125, 263.12860738959444
1138.157894736842, 139.4883108375372
1164.4736842105262, 83.69298845285738
1197.3684210526317, 50.215794241915475
1243.4210526315787, 34.10147069641842
1276.3157894736842, 18.359698551087423
1309.2105263157894, 10.84661231454405
1322.3684210526317, 6.609491786439334
1322.3684210526317, 3.844801736246729
1328.9473684210525, 1.8007863285656873
1342.1052631578946, 0.9846396289858272
1361.842105263158, 5.159469411306972
1355.2631578947367, 2.6517306703257915
1361.842105263158, 12.860080806105664
1361.842105263158, 22.45228282168751
1368.4210526315787, 39.810717055349734
1375, 78.66803807853024
1381.578947368421, 190.10414954513843
1381.578947368421, 570.5615758781021
1381.578947368421, 316.84024185842753
1381.578947368421, 1199.4760937166602
1388.157894736842, 2262.6732823826037
1381.578947368421, 827.2695874133706
1427.6315789473683, 425.17863033828905
1447.3684210526317, 251.18864315095823
1532.8947368421052, 143.87428993977784
1388.157894736842, 1660.2292737530981
1414.4736842105262, 1422.1361511653377
1717.1052631578946, 175.94549493875184
1625, 148.39817889675663
1815.7894736842104, 247.33029239761262
1914.4736842105262, 369.8854319998351
2026.3157894736842, 635.8597640233666
2105.2631578947367, 996.1375874652969
2177.6315789473683, 1378.7826135585647
2223.684210526316, 1536.5780388341018
2269.7368421052633, 1466.8528690186113
2315.7894736842104, 1256.4918149866264
2348.684210526316, 996.1375874652969
2125, 1162.910303658684
2388.157894736842, 777.6000906038043
2427.6315789473683, 570.5615758781021
2460.5263157894733, 473.83839884170993
2500, 347.6774074765781
2539.4736842105262, 251.18864315095823
2585.5263157894738, 162.841354401325
2618.4210526315787, 100.7769811360563
2644.736842105263, 61.40946221409368
2651.315789473684, 41.703073859354106
2664.4736842105262, 26.620124606212308
2684.210526315789, 16.22123939129173
2690.7894736842104, 11.362193598480427
2684.210526315789, 7.480826455225086
2684.210526315789, 3.7275937203149407
2684.210526315789, 2.379417154015396
2690.7894736842104, 1.405721086997485
2697.368421052631, 0.8434326718533784
2703.9473684210525, 0.29897181784591176
2723.684210526316, 1.063875374256963
2723.684210526316, 1.915812229259643
2730.2631578947367, 3.1439743311091055
2736.842105263158, 5.661625992822728
2756.578947368421, 13.060697972669926
2776.315789473684, 23.15825769988508
2809.210526315789, 32.55405118685034
2848.684210526316, 37.420470497453266
2921.052631578947, 37.420470497453266
2973.684210526316, 32.55405118685034
3052.6315789473683, 27.035398355468253
3105.2631578947367, 22.45228282168751
3177.6315789473683, 17.526592085367586
3250, 13.26444476556602
3302.6315789473683, 9.732743861581504
3348.6842105263154, 7.031675547946471
3388.157894736842, 5.080218046913021
3407.894736842105, 3.5584470199304135
3421.052631578947, 2.610999103399926
3440.7894736842104, 1.9760517744293904
3447.368421052631, 1.4499216603224478
3453.9473684210525, 0.954623085809299
3460.5263157894733, 0.6583963202515373
3460.5263157894733, 0.44024808849838026
3467.1052631578946, 0.32303062484973594
3467.1052631578946, 0.21936961375717964
3480.2631578947367, 0.0996137587465297
3500, 0.5139541411980322
3493.4210526315787, 0.1766277039966443
3500, 0.38299515258272004
3519.736842105263, 1.1318308119503933
3519.736842105263, 1.9456988860309408
3519.736842105263, 3.844801736246729
3519.736842105263, 6.408002744415999
3546.052631578947, 11.187666089272911
3552.6315789473683, 18.359698551087423
3592.1052631578946, 33.06189414738548
3552.6315789473683, 25.412185496210448
3644.736842105263, 27.885481717262916
3684.210526315789, 19.53243116728315
3756.578947368421, 12.276530022881529
3717.1052631578946, 15.726738135977614
3868.4210526315787, 7.59752729323955
3953.9473684210525, 4.77520033816101
4006.578947368421, 3.193020307691027
4032.894736842105, 2.2022019499873755
4052.6315789473683, 1.3628679593557742
4078.9473684210525, 0.5639758457621248
4078.9473684210525, 0.27245458300747916
4085.5263157894733, 0.10116773265476958
4105.263157894737, 0.8177207946691767
4111.8421052631575, 1.8007863285656873
4171.052631578947, 4.351665070924417
4118.421052631578, 3.0956817189242343
4223.684210526315, 3.3447968681629847
4296.052631578947, 2.2365562843084326
4375, 1.405721086997485
4407.894736842105, 0.9695151989693477
4407.894736842105, 0.7224761740317567
4407.894736842105, 0.349025487895958
4453.9473684210525, 0.09657705313122629
4532.894736842105, 0.40120038816998543
4690.78947368421, 2.1022728210722037
4921.0526315789475, 0.5907837911587944
5052.631578947368, 0.09657705313122629
4605.263157894737, 0.9113052359600682
4815.78947368421, 1.0804718223181289
4967.105263157894, 0.28102146649904464
2559.210526315789, 205.40217688927373
2598.684210526316, 127.11642802147323
2631.578947368421, 75.09832526509
1973.6842105263156, 481.23027439974203
2052.6315789473683, 777.6000906038043
1861.842105263158, 293.2424847310259
1578.9473684210525, 125.16387252506702
1434.2105263157894, 337.07853088680156
1381.578947368421, 438.54766876298504
1375, 137.3457186309324
1375, 57.72242097151989
1052.6315789473683, 259.08685435564774
1059.2105263157896, 459.39352953233754
1059.2105263157896, 866.5928990309696
1381.578947368421, 827.2695874133706
1414.4736842105262, 936.3292088239417
1473.6842105263158, 193.06977288832516
1375, 102.34910130506931
1421.0526315789473, 645.7791716938086
1401.3157894736842, 16666.66627827591
1388.157894736842, 3131.8310052438446
1407.8947368421052, 4074.5911129254405
