11	-15.3508	72.7564	-0.00525
12	-24.5022	74.0373	-0.00807076
13	-33.2046	76.101	-0.011404
14	-36.9177	79.4862	-0.0127032
15	-41.2066	79.1457	-0.0129354
21	-11.6564	72.2571	-0.00465157
22	-13.1616	74.2275	-0.00632766
23	-18.0093	73.5658	-0.00745148
24	-17.3838	74.0712	-0.0070969
25	-15.9125	73.7272	-0.00747724
31	-21.6944	74.5255	-0.00726093
32	-26.3392	74.2093	-0.00842127
33	-37.6155	71.9003	-0.0113077
34	-22.8838	76.4352	-0.00597633
35	-30.7239	78.8902	-0.00946346
41	-16.2675	75.2817	-0.00690077
42	-18.2445	74.6313	-0.00779694
43	-20.9289	74.2398	-0.00800755
44	-24.7215	75.4145	-0.00998913
45	-18.6697	74.1924	-0.00688763
51	-24.7834	72.7953	-0.00835896
52	-19.5606	74.4164	-0.00615364
53	-27.3442	75.6648	-0.00983157
54	-24.738	72.0091	-0.00843322
55	-23.5717	73.9618	-0.00819358
61	-27.3606	75.2134	-0.0100591
62	-23.0907	75.3642	-0.00810991
63	-27.4965	81.7822	-0.0112039
64	-27.7524	74.3618	-0.0100936
65	-25.7088	73.6311	-0.00878316
71	-26.676	74.5377	-0.00972405
72	-22.9711	74.0879	-0.00783789
73	-21.2095	76.3076	-0.0074582
74	-28.108	72.0257	-0.00936975
75	-23.5998	74.7361	-0.00813507
81	-26.3645	74.0749	-0.00957349
82	-21.8669	74.7449	-0.00775317
83	-18.5724	75.3483	-0.00639864
84	-23.2226	74.8223	-0.0084868
85	-25.8161	75.9376	-0.00902295
