11	2.08244	0.0562227
12	2.0077	0.0575274
13	2.07244	0.0624672
14	2.50374	0.0608566
15	2.59739	0.0906508
21	1.74206	0.0620738
22	2.10625	0.0595187
23	2.32387	0.0587601
24	2.34683	0.0679165
25	2.47238	0.091187
31	1.83268	0.0576809
32	2.01908	0.0551736
33	2.35377	0.0557713
34	1.99147	0.0638733
35	1.84757	0.073087
41	2.00435	0.0561665
42	1.9417	0.0560613
43	2.12237	0.057678
44	2.06842	0.0627091
45	2.29365	0.0667138
51	2.01257	0.0442753
52	1.45098	0.0462514
53	1.83661	0.0455559
54	2.32639	0.0480008
55	2.03749	0.0504745
61	1.80509	0.0438563
62	2.03004	0.0425031
63	2.12712	0.0444084
64	1.7859	0.0476495
65	2.97608	0.0448539
71	2.07791	0.0415923
72	2.04148	0.0414087
73	1.97068	0.0425211
74	1.90984	0.0463218
75	2.18825	0.0465913
81	1.9207	0.0428986
82	1.84305	0.042743
83	1.90412	0.0449652
84	1.70435	0.0473849
85	2.16803	0.0480608
